Category,Date,Study,Study Link,Journal,Design,Sample,Study Population,Sample Text,Matches,Entry
Effectiveness personal,2020-04-28,COVID-19 polymerase chain reaction testing before endoscopy: an economic analysis,https://doi.org/10.1016/j.gie.2020.04.049,Gastrointestinal Endoscopy,Modeling,4700,"The presumed prevalence of COVID-19 was calculated from reports from Duval County, Florida on April 2, 2020.","False negative results were seen after testing 4,700 patients (or 3 months applying Strategy 2 in our practice).",High-risk personal protective equipment (PPE) and decontamination after procedure is used for each emergent/urgent endoscopy.,2020-05-01
Effectiveness personal,2020-04-27,Management in oral and maxillofacial surgery during the COVID-19 pandemic: Our experience,https://doi.org/10.1016/j.bjoms.2020.04.025,British Journal of Oral and Maxillofacial Surgery,Other,33,"From February 29 to April 16, 2020 the medical schedules of all patients hospitalized in the Maxillofacial Unit of ""Magna Graecia"" University of Catanzaro have been collected.","A total of 33 patients were included in this study; 24 were males and 9 females with a man to female ratio of 2,6:1.","Healthcare staff used Personal protective equipment (PPE): N95 or FFP2 mask, eye protection, fluid-resistant gown, and surgical gloves.",2020-05-01
Effectiveness personal,2020-04-24,Presymptomatic SARS-CoV-2 Infections and Transmission in a Skilled Nursing Facility,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7200056/,N Engl J Med,Other,9,"Similarly, doubling time was estimated for all residents of King County, using case count data reported through the PHSKC Covid-19 data dashboard.",Sequencing results for 39 positive primary specimens from 34 residents and resulted in nine closelyrelated sequences with 1 to 4 nucleotide (NT) difference compared to each other (Supplementary Table S5 ).,PPE denotes personal protective equipment.,2020-05-12
Effectiveness personal,2020-04-24,Adapting urology residency training in the COVID-19 era,https://doi.org/10.1016/j.urology.2020.04.065,Urology,Modeling,,IYK receives research support from US Department of Defense (W81XWH-17-1-0359) EAS receives research support from Astellas/Medivation.,IYK receives research support from US Department of Defense (W81XWH-17-1-0359) EAS receives research support from Astellas/Medivation.,Access to personal protective equipment and COVID-19 testing,2020-05-12
Effectiveness personal,2020-04-23,Obstetricians on the Coronavirus Disease 2019 (COVID-19) Front Lines and the Confusing World of Personal Protective Equipment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7188024/,Obstet Gynecol,Systematic review,215,"Published by Wolters Kluwer Health, Inc.","Among 215 women admitted for delivery at two hospitals in New York City, 29 of the 33 (88%) who tested positive for SARS-CoV-2 were asymptomatic at presentation (Sutton D, Fuchs K, D'Alton M, Goffman D. Universal screening for SARS-CoV-2 in women admitted for delivery [letter] .","39 The key for obstetricians is to be familiar with whatever personal protective equipment is stocked by their labor and delivery unit, to train using that personal protective equipment, and to use personal protective equipment correctly and consistently (including donning and doffing).

Use of personal protective equipment is a fundamental strategy for protection of health care workers.

Although adherence to infection-control procedures is important, published and anecdotal evidence suggests that health care professionals, including obstetricians, have opportunities for improvement.39 The key for obstetricians is to be familiar with whatever personal protective equipment is stocked by their labor and delivery unit, to train using that personal protective equipment, and to use personal protective equipment correctly and consistently (including donning and doffing).",2020-05-12
Effectiveness personal,2020-04-23,Novel coronavirus SARS-CoV-2 and COVID-19. Practice recommendations for obstetric anaesthesia: what we have learned thus far,https://doi.org/10.1016/j.ijoa.2020.04.006,International Journal of Obstetric Anesthesia,Other,3,"Three patients recovered and were discharged without further complications, but 10 patients suffered complications of pregnancy.","Three patients recovered and were discharged without further complications, but 10 patients suffered complications of pregnancy.",Personal protective equipment (PPE) is specialised clothing or equipment worn by healthcare workers for their protection and to help prevent the spread of infection between patients.,2020-05-01
Effectiveness personal,2020-04-23,COVID-19 in the endoscopy ward: A potential risk for gastroenterologists,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7200836/,PMC,Other,2035299,"We distributed a questionnaire to all gastrointestinal wards in Iran, and we received responses from ~480 gastroenterologists by March 26, 2020.","As of April 15, 2020, it involved 2,035,299 cases globally, of whom 130,712 died.","Personal protection equipment (PPE) is crucial for preventing exposure to the virus.

6, 7 Personal protection equipment (PPE) is crucial for preventing exposure to the virus.",2020-05-12
Effectiveness personal,2020-04-22,COVID-19 Pandemic: Survey of future use of personal protective equipment in optometric practice,https://doi.org/10.1016/j.clae.2020.04.006,Contact Lens and Anterior Eye,Other,,"The World Health Organisation (WHO) declared the rapid spread of cases of COVID-19 a pandemic on 11 th March, 2020.",Around one third of them planned on using additional personal protective equipment beyond these -p steps.,"Mask or glove wear or other personal protective equipment when attending to potentially asymptomatic COVID-19 patients was not explicitly recommended, especially as there was a shortage of personal protective equipment.

The results also reflect the uncertainty of eye care practitioners in proper use of personal protective equipment in the COVID-19 pandemic.",2020-04-24
Effectiveness personal,2020-04-21,"COVID-19 outbreak control, example of ministry of health of Turkey",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7195985/,Turk J Med Sci,Other,59,"On January 9, 2020, the first COVID-19-related death reported from China.","Since it was reported by WHO on January 5, 2020 that 59 suspicious cases were detected between December 31, 2019-January 5, 2020 in the People's Republic of China the disease has been followed up by GDPH in our country.","In addition, personal protective equipment such as gloves, medical and respiratory masks, gowns, goggles/face protectors are produced in our country.",2020-05-12
Effectiveness personal,2020-04-16,A Laboratory Risk Assessment during the Coronavirus (COVID-19) Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184397/,J Appl Lab Med,Other,,Resources for conducting a laboratory risk assessment are available from the Association of Public Health Laboratories (APHL) and from CLSI M29 A4.,"What we have learned from our past experience with Influenza, SARS, MERS, and Ebola will assist us in better protecting our staff and our patients through this and future challenges.","Standard Precautions include hand hygiene, the use of personal protective equipment (PPE), such as laboratory coats or gowns, gloves and eye protection.",2020-05-12
Effectiveness personal,2020-04-16,New preventative measures against coronavirus disease 2019 for home care aides in Taiwan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184386/,J Gerontol A Biol Sci Med Sci,Other,,HCAs can obtain information on the changing health status of care recipients by following up on their health outcomes 6 .,"At the beginning of the epidemic, regular education and training seminars were held on dealing with COVID-19.","Personal protective equipment including surgical masks, gloves, gowns, and eye protection were also supplied.",2020-05-12
Effectiveness personal,2020-04-15,Epidemics and primary care in the UK,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7199919/,Fam Med Community Health,Other,0,"However, some gaps were identified which included the lack of a national and up-to-date database of identified cases and the protection of staff handling samples in the reference laboratory.","As part of the NHS Long Term Plan 2019, GP practices now sit within Primary Care Networks (PCNs), which serve populations of between 30 000 and 50 000 patients.",Healthcare professionals in primary care are donning personal protective equipment (PPE) as standard practice.,2020-05-12
Effectiveness personal,2020-04-15,Social network-based distancing strategies to flatten the COVID 19 curve in a post-lockdown world,https://doi.org/,ArXiv,Modeling,,"Panels A to D illustrate the successive, targeted contact reduction strategies, while the bar-graph depicts the distribution of distances of all individuals from one of the two highlighted infection sources.","Panels A and C depict two networks with different path lengths, each with one hypothetically infected COVID-19 seed node (purple square).",Evidence regarding the effectiveness of masks and personal protective equipment for the general public is mixed .,2020-05-01
Effectiveness personal,2020-04-14,COVID-19 Global Pandemic Planning: Decontamination and Reuse Processes for N95 Respirators,https://doi.org/10.1101/2020.04.09.20060129,medrxiv,Other,2,"In preparation for a probable shortage of PPE at our study sites in Kenya, and a possible shortage in the US (including UNM), we began investigating methods for decontaminating of FFRs in late February 2020.","Neither of the two studies, however, examined organism killing as part of the experimental paradigm.","Healthcare providers are at an increased risk for contracting the disease due to occupational exposure and require appropriate personal protective equipment (PPE), including N95 respirators.",2020-04-17
Effectiveness personal,2020-04-13,Development of a protective device for RT-PCR testing SARS-CoV-2 in COVID-19 patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7170917/,PMC,Other,,"To the Editor-In December 2019, the novel coronavirus SARS-CoV-2 emerged in Wuhan City, Hubei Province, China, and has now spread worldwide.","On March 14, 2020, we developed a protective box (product name, Star Ball Shield) to be used in patients with suspected COVID-19 during clinical examinations or performance of RT-PCR in collaboration with Star Ball Company, Kitakyushu City, Japan ( Figure 1 ).","Therefore, HCWs are required to wear personal protective equipment (PPE) for each examination and procedure.",2020-04-24
